Item,Sentence
id_00000400,"color is Taupe Unlined Lightweight, woven"
id_00000401,color is Aqua Round neckline Knit
id_00000402,"color is Grey Long sleeves Unlined, woven"
id_00000403,"color is Blush Woven, fully lined Midweight, invisible back zipper"
id_00000404,"color is Ivory Unlined, sleeveless Buttoned keyhole back"
id_00000405,"color is White black Basic collar, unlined Lightweight, woven"
id_00000406,color is Black pink Lightweight knit 100% cotton
id_00000407,"color is Cream Side vents 55% rayon, 46% polyester"
id_00000408,"color is Black 17.5""-23"" approx. length from high point shoulder to hem, 40"" chest, 36"" waist, 3.5"" sleeve length from high point shoulder Measured from Small"
id_00000409,color is White Ribbed trim Lightweight
id_00000410,"color is Yellow Adjustable spaghetti straps Exposed back zipper, knit & woven"
id_00000411,"color is Green Lightweight, woven Buttoned keyhole back"
id_00000412,"color is Black cream Lightweight 51% polyester, 44% rayon, 5% spandex"
id_00000413,"color is Black Officially licensed product Knit, lightweight"
id_00000414,"color is Black Partially lined Lightweight, woven"
id_00000415,"color is Black grey Knit 49% rayon, 47% polyester, 4% spandex"
id_00000416,color is Coral Lightweight knit Partially lined
id_00000417,color is Light denim Unlined Woven
id_00000418,"color is Black cream Elasticized waist Unlined, knit"
id_00000419,"color is Light denim Unlined Lightweight, woven"
id_00000420,"color is Black white Lightweight 97% rayon, 3% spandex"
id_00000421,color is White black Crew neck Lightweight
id_00000422,"color is Medium denim Unlined, woven 100% lyocell"
id_00000423,color is Beige Lightweight woven Fully lined
id_00000424,"color is Light denim Five-pocket construction, zip fly Woven"
id_00000425,"color is Beige Lightweight 83% cotton, 17% nylon"
id_00000426,"color is Black cream Unlined, woven 100% polyester"
id_00000427,"color is Cream multi Officially licensed product Lightweight, long sleeves"
id_00000428,color is Burgundy charcoal Lightweight knit 100% cotton
id_00000429,"color is Blush Unlined Lightweight, woven"
id_00000430,"color is Black cream 95% cotton, 5% spandex 17"" full length, 28"" chest, 27"" waist, 22"" sleeve length"
id_00000431,color is Black Baste-stitched dual back pockets Woven
id_00000432,"color is Olive Unlined, jetted back pockets Lightweight"
id_00000433,"color is Cream Round neckline, unlined Lightweight, woven"
id_00000434,"color is Beige Unlined, short sleeves Lightweight"
id_00000435,"color is Heather grey Midweight, fully lined Zippered slant pockets"
id_00000436,"color is Ivory Adjustable straps, concealed side zipper Fully lined, knit"
id_00000437,"color is Indigo Zip fly, five-pocket construction Lightweight, woven"
id_00000438,"color is Navy Shallow round neckline, fully lined Lightweight knit"
id_00000439,"color is Gold Fully lined, lightweight Exposed back zipper"
id_00000440,"color is Gold Fully lined Lightweight, woven"
id_00000441,"color is Light blue ivory Unlined, woven Round neckline, adjustable straps"
id_00000442,"color is Light denim Woven, unlined 100% cotton"
id_00000443,"color is Black orange Partially lined Lightweight, woven"
id_00000444,"color is Medium denim Five-pocket construction Zip fly, woven"
id_00000445,"color is Black red Unlined Lightweight, woven"
id_00000446,"color is Navy cream Elasticized cuffs, semi-sheer Unlined, lightweight"
id_00000447,"color is White Five-pocket construction, zip fly Lightweight, woven"
id_00000448,"color is Cream black Unlined Lightweight, woven"
id_00000449,color is Grey black Short sleeves Lightweight knit
id_00000450,"color is Neon yellow 29"" approx. length from high point shoulder to hem, 42"" chest, 42"" waist, 26"" sleeve length from high point shoulder Measured from Small"
id_00000451,"color is Rust black Unlined, open front Lightweight"
id_00000452,color is Ravishing red Lightweight woven Fully lined
id_00000453,"color is Black Unlined Lightweight, woven"
id_00000454,"color is Cream black 50% cotton, 50% modal 26"" full length, 35"" chest, 35"" waist, 7"" sleeve length"
id_00000455,"color is Black blue Unlined, woven Concealed zipper back"
id_00000456,"color is Indigo Five-pocket construction, zip fly Lightweight, woven"
id_00000457,"color is Light denim Unlined Lightweight, woven"
id_00000458,color is Black cream Unlined Medium weight
id_00000459,"color is White yellow Officially licensed product Unlined, ribbed trim"
id_00000460,"color is Blue 95% cotton, 5% spandex 10"" full length, 5"" inseam, 9"" rise, 28"" waist"
id_00000461,color is Cream Lightweight 100% acrylic
id_00000462,"color is Black cream Short sleeves, unlined Lightweight, woven"
id_00000463,"color is Red white Lightweight knit 60% cotton, 40% polyester"
id_00000464,color is Cream black Knit Lightweight
id_00000464,color is Cream black Knit Lightweight
id_00000465,color is Heather grey Back patch pocket Lightweight knit
id_00000466,color is Red black Officially licensed product Lightweight
id_00000467,"color is Denim Unlined, woven Zip fly, vented hem"
id_00000468,"color is White Fully lined, zippered back Lightweight, woven"
id_00000469,"color is Charcoal taupe Long sleeves, knit Lightweight"
id_00000470,"color is Heather grey Lightweight knit Zip fly, unlined"
id_00000471,color is Black ivory Lightweight knit Long sleeves
id_00000471,color is Black ivory Lightweight knit Long sleeves
id_00000472,"color is Brick Lightweight, fully lined Woven"
id_00000473,color is Mint teal Unlined Lightweight
id_00000474,color is Dark grey Unlined Lightweight knit
id_00000475,"color is Peach Lightweight, woven Fully lined, welt pockets"
id_00000476,color is Cream black Unlined Lightweight knit
id_00000477,color is Cream Knit Lightweight
id_00000478,"color is Cream black Concealed side zipper, mock back pockets Woven, unlined"
id_00000479,"color is Cream multi Adjustable straps Woven, unlined"
id_00000480,"color is Red Invisible back zipper, unlined Lightweight knit"
id_00000481,"color is Cream black 32"" approx. length from high point shoulder to hem, 29"" chest, 26"" waist Measured from Small"
id_00000482,"color is Blue Lightweight, woven Zip fly"
id_00000483,"color is Black Five-button back placket, partially lined Lightweight, woven"
id_00000484,"color is Cream yellow 25.5"" approx. length from high point shoulder to hem, 37"" chest, 37"" waist, 7"" sleeve length from high point shoulder Measured from Small"
id_00000485,"color is Rust 100% acrylic 34.5"" full length, 44"" chest, 44"" waist, 32.5"" sleeve length"
id_00000486,"color is Taupe white Unlined Lightweight, woven"
id_00000487,"color is Black white Unlined, woven 100% rayon"
id_00000488,"color is Ivory grey Lightweight 91% polyester, 9% rayon"
id_00000489,"color is Denim washed Lightweight, woven 100% cotton"
id_00000490,"color is White Lightweight knit 96% cotton, 4% spandex"
id_00000491,"color is Olive Unlined, knit & woven Wide round neckline"
id_00000492,"color is Ivory red Partially elasticized back, unlined Lightweight, woven"
id_00000493,color is White Lightweight 100% cotton
id_00000494,"color is Black Lightweight knit 80% cotton, 20% fleece"
id_00000495,"color is Heather grey Long sleeves 70% polyester, 30% rayon"
id_00000496,"color is Blush Lightweight, woven Unlined, buttoned cuffs"
id_00000497,"color is Peach Woven, partially lined 100% polyester"
id_00000498,"color is Black Unlined, knit Shell: 100% polyester; Contrast: 96% polyester, 4% spandex"
id_00000499,"color is Navy cream Slanted front pockets, concealed side zipper Unlined, lightweight"
id_00000500,color is Teal black Unlined Elasticized waist
id_00000501,color is Blush Unlined Lightweight
id_00000502,"color is Green Sleeveless, unlined Lightweight stretch-knit"
id_00000503,color is Black cream Knit Short sleeves
id_00000504,color is Black white Crew neck Knit
id_00000505,color is Charcoal heather Ribbed trim 100% rayon
id_00000506,"color is Black cream Unlined Lightweight, woven"
id_00000507,"color is Denim washed Unlined Lightweight, woven"
id_00000508,color is White black Officially licensed product Lightweight
id_00000509,color is Pink Lightweight knit Ribbed trim
id_00000510,"color is Blush Dual chest patch pockets Unlined, buttoned front"
id_00000511,"color is Green navy Knit 50% polyester, 38% cotton, 12% rayon"
id_00000512,color is Coral cream Lightweight knit 100% cotton
id_00000513,"color is Cream Unlined Sheer, knit"
id_00000514,"color is Blue multi Unlined, woven 100% rayon"
id_00000515,"color is Royal Zippered front, long sleeves Woven, fully lined"
id_00000516,"color is Denim washed black Lightweight, woven 99% cotton, 1% spandex"
id_00000517,color is Dark denim Unlined Woven
id_00000518,color is White black Round neckline Lightweight knit
id_00000519,"color is Blue white Shallow round neckline, concealed back zipper Unlined, woven"
id_00000520,"color is Black cream Contrast trim, front patch pockets Long sleeves, lightweight"
id_00000521,color is Cream Open front Unlined
id_00000522,color is Denim Woven 100% cotton
id_00000523,"color is Cream black Unlined, knit 100% cotton"
id_00000524,"color is Grey Lightweight knit Elasticized drawstring waist, ribbed trim"
id_00000525,"color is Cream Concealed back zipper, partially lined Lightweight, woven"
id_00000526,"color is Light denim Zip fly Lightweight, woven"
id_00000527,color is Navy Knit Crew neck
id_00000528,"color is Black cream Lightweight, woven Unlined"
id_00000529,color is Cream Lightweight 100% acrylic
id_00000530,color is White Unlined 100% rayon
id_00000531,"color is Navy cream 100% cotton 20"" full length, 40"" chest, 40"" waist, 9"" sleeve length"
id_00000532,color is Red black Officially licensed product Lightweight knit
id_00000533,"color is Oatmeal Lightweight knit 50% rayon, 50% acrylic"
id_00000533,"color is Oatmeal Lightweight knit 50% rayon, 50% acrylic"
id_00000534,color is Mustard Partially lined Shell: 100% rayon; Lining: 100% polyester
id_00000535,color is Heather grey navy Lightweight knit 100% cotton
id_00000536,color is White black Short sleeves 100% rayon
id_00000537,color is Coral Unlined Lightweight knit
id_00000538,"color is Peach Sleeveless, buttoned keyhole back Midweight, fully lined"
id_00000539,"color is Black Knit 94% nylon, 6% spandex"
id_00000540,color is Black cream Lightweight knit Unlined
id_00000541,"color is Red Lightweight, woven 100% cotton"
id_00000542,"color is Coral blue Unlined Lightweight, woven"
id_00000543,"color is Denim 12"" waist side seam to hem, 3"" inseam, 20"" leg opening, 11"" rise, 25"" waist Measured from Size 25"
id_00000544,"color is Taupe Knit 94% rayon, 6% spandex"
id_00000545,color is Navy multi Elasticized waist Unlined
id_00000546,"color is Denim Welt front pocket, hook bar closure Lightweight, woven"
id_00000547,"color is Charcoal black Lightweight 54% rayon, 43% polyester, 3% spandex"
id_00000548,color is Cream Midweight 100% acrylic
id_00000549,"color is Navy cream Lightweight knit 85% acrylic, 15% wool"
id_00000549,"color is Navy cream Lightweight knit 85% acrylic, 15% wool"
id_00000550,"color is Pink Lightweight 96% polyester, 4% spandex"
id_00000551,"color is Ivory 24.5"" approx. length from high point shoulder to hem, 35"" chest, 36"" waist, 7"" sleeve length from high point shoulder Measured from Small"
id_00000552,"color is Ivory Unlined, knit Short sleeves, round neckline"
id_00000553,color is White black Round neckline Knit
id_00000554,"color is Black Slanted front pockets & two mock back pockets Invisible back zipper, unlined"
id_00000555,"color is Nude Woven, unlined Lightweight"
id_00000556,"color is Blue Partially lined, round neckline Lightweight, woven"
id_00000557,color is Orange Fully lined Lightweight
id_00000558,color is Cream Unlined Woven
id_00000559,color is Dark navy Contrast trim Lightweight
id_00000560,"color is Cream black Lightweight 51% cotton, 49% polyester"
id_00000561,color is Grey red Knit Ribbed trim
id_00000562,"color is Black pink Woven Basic collar, chest patch pocket"
id_00000563,"color is Pink Woven, drawstring waist Unlined, zippered front"
id_00000564,"color is Brown Hook-eye closure at front Woven, fully lined"
id_00000565,"color is Indigo Woven, zip fly 100% cotton"
id_00000566,"color is Black pink Unlined, woven Elasticized waist, on-seam pockets"
id_00000567,"color is Olive Unlined, woven Shell 1: 62% polyester, 38% rayon; Shell 2: 97% viscose, 3% other fibers; Shell 3: 100% cotton"
